YNL316C	YOL082W
YJR123W	YPR041W
YDL209C	YHR165C
YNL301C	YOR204W
YFL050C	YGL059W
YDL014W	YOL076W
YFL050C	YLL061W
YGR295C	YPR192W
YBL072C	YIR010W
YJR084W	YPR045C
YDR414C	YGL259W
YGR060W	YPL264C
YKR048C	YOR090C
YBR183W	YIL016W
YAL005C	YOL031C
YMR028W	YNL255C
YJR066W	YMR215W
YJL091C	YMR215W
YBL002W	YDR439W
YER147C	YMR229C
YNL209W	YPL231W
YDL014W	YPR161C
YBR264C	YNL255C
YHR196W	YPR137W
YJR123W	YNL124W
YGL245W	YHR079C
YJL184W	YNL255C
YGR052W	YML013W
YLL039C	YLR195C
YLR448W	YNL069C
YNL307C	YOR290C
YKL065C	YPR124W
YDR388W	YGL201C
YDR479C	YNR075W
YLR208W	YPR080W
YFL034W	YLR170C
YDL005C	YER157W
YNL255C	YOL012C
YDR012W	YGR085C
YBR251W	YNR036C
YDR141C	YHR094C
YHR118C	YPL127C
YGL043W	YML010W
YGR068C	YIL094C
YAL053W	YLR330W
YER022W	YJL140W
YBR280C	YNL141W
YHR131C	YNL255C
YJR145C	YLL045C
YER022W	YGR186W
YNL029C	YPR124W
YHR069C	YHR081W
YLR423C	YPL159C
YJL082W	YLL039C
YGR052W	YGR097W
YBL003C	YHL024W
YIR010W	YNR053C
YLR132C	YPR191W
YKL129C	YKL152C
YBR072W	YMR083W
YER036C	YJL138C
YAL042W	YNL255C
YEL002C	YJR117W
YKL145W	YOR254C
YNL075W	YPL126W
YML081C-A	YPL078C
YDL083C	YGL147C
YFL018C	YHR114W
YER013W	YKR086W
YFR036W	YJR091C
YKL116C	YNL255C
YLR300W	YMR049C
YBL003C	YER165W
YJL111W	YNL255C
YFL040W	YLR214W
YGL179C	YPR115W
YFL023W	YIR033W
YHR079C	YNR047W
YGR092W	YKL146W
YKL180W	YPR143W
YEL012W	YJL187C
YDR188W	YJL042W
YGR085C	YLL039C
YBL104C	YNL307C
YBL003C	YHR099W
YBR194W	YOR319W
YDR334W	YKR072C
YLR212C	YNL126W
YER043C	YJR090C
YBR140C	YOL081W
YGR130C	YLL039C
YJL180C	YKL054C
YGR244C	YLL039C
YKL014C	YOR133W
YEL026W	YOL012C
YML065W	YOR204W
YGL112C	YML065W
YBR109C	YMR109W
YGL116W	YJL013C
YKR028W	YNL106C
YDL144C	YKR025W
YDR240C	YPR182W
YOR039W	YOR361C
YLL039C	YPL065W
YLL019C	YOL054W
YFL039C	YHR023W
YBR059C	YOR329C
YDR141C	YNL209W
YCR021C	YHR094C
YDR167W	YMR227C
YBR200W	YJL085W
YGL178W	YLL039C
YBR253W	YDR443C
YLR075W	YOL120C
YBR130C	YHR135C
YOR227W	YPL240C
YBR200W	YGR238C
YDL100C	YDR513W
YER157W	YJL036W
YGR158C	YLR345W
YDR312W	YGL111W
YHR052W	YKL009W
YDR176W	YGL066W
YGR121C	YOR321W
YBL003C	YDR217C
YER164W	YIL035C
YDR496C	YKL009W
YLR312W-A	YMR024W
YBR271W	YNL255C
YJL027C	YNL255C
YDL156W	YIL142W
YER172C	YPR152C
YLR442C	YMR307W
YER012W	YPR103W
YDR443C	YJL187C
YDR523C	YEL051W
YGL078C	YML010W
YBR106W	YEL002C
YAL016W	YJL057C
YJR097W	YPL141C
YBL002W	YBR114W
YER036C	YNL020C
YKL052C	YNR031C
YFR014C	YMR049C
YLL024C	YLR398C
YBL016W	YFR004W
YKL144C	YNL201C
YKR081C	YLL039C
YFR004W	YMR242C
YBR142W	YDL014W
YML010W	YPR152C
YBL002W	YNL262W
YIL057C	YLL039C
YKL212W	YPL099C
YBR191W	YGL014W
YGL129C	YMR158W
YGL059W	YGL105W
YDR365C	YHR065C
YFR001W	YPR161C
YBL003C	YEL018W
YDR516C	YGR092W
YGR126W	YLL039C
YPL141C	YPR128C
YLR441C	YOL127W
YNL209W	YNL255C
YDR297W	YKL065C
YLL039C	YLR075W
YCR073W-A	YLR028C
YDL124W	YFR004W
YDR167W	YOL148C
YAL010C	YMR203W
YBR072W	YML064C
YFR004W	YKR048C
YFL005W	YMR192W
YGL105W	YGR171C
YER013W	YGR278W
YKL010C	YMR022W
YGL212W	YMR053C
YKL082C	YLR276C
YNL113W	YPR190C
YHR042W	YPL240C
YNL064C	YNL255C
YMR049C	YMR093W
YLR199C	YMR186W
YNL002C	YNL255C
YHR165C	YPR152C
YEL021W	YLL039C
YKR003W	YOR273C
YDR418W	YLR075W
YIL035C	YLR399C
YJR145C	YNL207W
YGL179C	YIL084C
YDR129C	YKL085W
YHL007C	YLR293C
YDR240C	YLR345W
YIL075C	YPL233W
YHR174W	YPR093C
YFL039C	YIR010W
YAR018C	YOL083W
YLR060W	YOL013C
YGL180W	YKL121W
YBR109C	YOR233W
YGL180W	YKR048C
YGL158W	YPR160W
YGR173W	YPR080W
YDL014W	YDL060W
YJL187C	YJR092W
YCR082W	YER022W
YKR028W	YPR161C
YLR321C	YNR046W
YKL060C	YOR098C
YDR012W	YNL124W
YAR007C	YBR137W
YBR155W	YGL180W
YBR023C	YLR170C
YLR321C	YLR345W
YDL212W	YHL042W
YDR142C	YNL214W
YLR199C	YLR249W
YDR174W	YDR303C
YDR388W	YNL289W
YDL197C	YLR442C
YBR041W	YLR144C
YCL024W	YJR112W
YDL100C	YOL126C
YBR031W	YLR438C-A
YBR079C	YDR429C
YNL243W	YPL266W
YGR054W	YLL039C
YML074C	YPR073C
YFR004W	YOL058W
YJL052W	YML065W
YBR193C	YMR112C
YBR154C	YHL007C
YNR033W	YPR154W
YBR005W	YLL039C
YBR114W	YLL039C
YCR004C	YLL039C
YDR070C	YGL059W
YGR052W	YPL180W
YMR236W	YPL011C
YDL053C	YNL255C
YBR274W	YDR224C
YLR249W	YOR133W
YJR090C	YNL076W
YDR397C	YER148W
YPR041W	YPR086W
YNL255C	YOL093W
YML121W	YNL255C
YGR052W	YPR030W
YJR005W	YOL062C
YNL255C	YNR029C
YDL175C	YMR125W
YMR242C	YNL069C
YMR224C	YNL023C
YEL034W	YLL039C
YGR104C	YJL140W
YBL016W	YOR117W
YDR012W	YLR029C
YGR211W	YLL039C
YBR109C	YOL016C
YLL039C	YNL272C
YBR054W	YOR254C
YEL054C	YLR075W
YDL100C	YKL080W
YFL039C	YMR061W
YIL114C	YMR215W
YFR004W	YMR205C
YHR052W	YOR267C
YFR004W	YPR148C
YBL038W	YLR399C
YGL092W	YMR129W
YMR216C	YPR019W
YDR080W	YMR231W
YDR482C	YHR165C
YJL187C	YKL181W
YGR017W	YPL141C
YEL002C	YML115C
YFR004W	YOR065W
YGL043W	YGR097W
YBL078C	YOL083W
YER122C	YNL307C
YCR030C	YNL283C
YLL039C	YMR121C
YNL243W	YOR284W
YGL206C	YNL243W
YNL289W	YNR047W
YBR267W	YIR026C
YBL076C	YFR052W
YFR028C	YLR182W
YNL093W	YNL227C
YLR116W	YML046W
YDR232W	YLL039C
YIL075C	YNL255C
YDR392W	YNL255C
YBR102C	YHR165C
YGL158W	YKL012W
YFR030W	YOR361C
YIL019W	YLR222C
YGL111W	YLR449W
YHR216W	YKL212W
YKL185W	YMR229C
YDR224C	YMR308C
YDR172W	YJL052W
YIL118W	YLL039C
YDR205W	YNR039C
YDL175C	YOR204W
YLR262C	YNL044W
YGR052W	YKL010C
YDR501W	YGR281W
YNL172W	YPR152C
YNL207W	YPR143W
YGR185C	YMR158W
YFR028C	YML065W
YDL019C	YMR109W
YJR145C	YLR441C
YIL149C	YKL042W
YHR079C	YNL224C
YFR031C-A	YOL127W
YHR135C	YMR049C
YHR102W	YMR186W
YNL093W	YPL240C
YDR171W	YLL024C
YDR525W-A	YLL039C
YJR123W	YLR441C
YGR268C	YPL049C
YER036C	YNL064C
YDR097C	YJR144W
YGR092W	YJR072C
YDR482C	YPL151C
YDR073W	YPL248C
YDR297W	YHR007C
YGR153W	YMR055C
YFR014C	YIL051C
YGL158W	YOR271C
YHR016C	YPL246C
YJR031C	YLL039C
YDL121C	YNL255C
YLR029C	YLR287C-A
YBL039C	YOR133W
YDR101C	YNL002C
YKL015W	YML051W
YNL255C	YOL149W
YDL160C	YER035W
YFL039C	YKL079W
YCL024W	YJR092W
YGR085C	YLL045C
YDL051W	YNL154C
YHR135C	YKL146W
YBR059C	YNL020C
YPL127C	YPR161C
YJR123W	YLR448W
YLR314C	YNL166C
YER118C	YIL156W
YJR066W	YLR403W
YDL055C	YGR234W
YBR218C	YLL039C
YDR012W	YDR496C
YLR370C	YOL016C
YCL054W	YGL111W
YDR352W	YGL006W
YDR028C	YHR052W
YFR031C-A	YIR010W
YGR136W	YLR144C
YNL255C	YNR062C
YDL015C	YLL039C
YHR135C	YMR226C
YAL005C	YPL233W
YDR244W	YMR177W
YOL127W	YPL240C
YFL067W	YNL255C
YFL039C	YNR031C
YBR193C	YOL135C
YDL031W	YKR081C
YDR194C	YLR233C
YHR161C	YPL232W
YLR462W	YNL255C
YCR073C	YOR018W
YLL039C	YMR196W
YDL200C	YKL010C
YDR471W	YLR448W
YER146W	YNL092W
YLR320W	YMR187C
YFL039C	YHR179W
YLR262C	YNL255C
YJL014W	YMR194W
YAR019C	YML064C
YDR418W	YKL180W
YDL208W	YDR174W
YNL229C	YPL235W
YDR416W	YGR195W
YFR004W	YOL059W
YGR135W	YLR199C
YBR106W	YPR124W
YHR174W	YOR098C
YAL005C	YBR251W
YDR468C	YDR484W
YLR312W-A	YNL252C
YBR254C	YLR342W
YBR194W	YDR299W
YDL078C	YDR244W
YJL085W	YPR055W
YJL014W	YNL023C
YDL047W	YJR007W
YGL158W	YMR235C
YDL014W	YNL075W
YIL035C	YOL041C
YBR083W	YDR224C
YBR189W	YFR004W
YEL009C	YHR099W
YKL048C	YKL181W
YNL255C	YPR152C
YGR252W	YOL148C
YBR155W	YPL240C
YGR278W	YLL036C
YER105C	YKL068W
YBL072C	YML056C
YBR011C	YML056C
YFR028C	YNL307C
YFL038C	YGL198W
YER012W	YPL110C
YBR274W	YFL039C
YER148W	YGR104C
YDL064W	YPL269W
YBR058C	YLL039C
YDR244W	YGR133W
YDR411C	YOL013C
YIL019W	YPL126W
YOR181W	YPL074W
YGR067C	YNL085W
YCR086W	YPL018W
YBR059C	YMR196W
YBL079W	YGR052W
YJR066W	YLR108C
YGL104C	YPL270W
YBR101C	YLL039C
YDR238C	YOR197W
YJL098W	YNL025C
YLR207W	YML013W
YDR308C	YGL127C
YDR496C	YEL055C
YGR013W	YNL210W
YKL014C	YMR229C
YGL043W	YJR132W
YFL028C	YNL255C
YLL039C	YML035C
YLL024C	YOR043W
YEL034W	YGL025C
YFR004W	YMR092C
YJR117W	YNL048W
YHR165C	YLR438C-A
YDL160C	YLL036C
YDL054C	YGL051W
YOL003C	YPL264C
YCR084C	YNL330C
YBL088C	YOR189W
YER166W	YLR330W
YML065W	YNL075W
YHR085W	YHR197W
YDL212W	YIL027C
YDL014W	YDR299W
YDR397C	YNL255C
YLL039C	YPR103W
YGL145W	YLR268W
YKR006C	YPR152C
YFR004W	YPL004C
YIL107C	YNL154C
YGL111W	YOR063W
YFR004W	YML070W
YDR238C	YPL246C
YCR077C	YJL140W
YLR207W	YML029W
YNL151C	YNL255C
YML075C	YPL264C
YGR082W	YNL131W
YDL209C	YKR022C
YLL039C	YLR203C
YBR114W	YJR077C
YBR112C	YJL168C
YFR031C-A	YKL009W
YBR052C	YER145C
YKR092C	YMR093W
YBR229C	YDR188W
YBR253W	YDR308C
YFR033C	YPL141C
YBR155W	YCL014W
YMR308C	YOR380W
YHR081W	YOL021C
YBR254C	YDR472W
YDR414C	YEL017C-A
Q0130	YPL078C
YCR020W-B	YLR357W
YFR004W	YPL032C
YBR256C	YNL255C
YML056C	YOL005C
YBR119W	YDL087C
YDR412W	YKL014C
YER059W	YMR165C
YFR004W	YJR105W
YDL115C	YJL140W
YLR207W	YML075C
YLL062C	YOR081C
YMR194W	YMR242C
YGR003W	YPL046C
YDL204W	YHR007C
YGR234W	YML064C
YBR200W	YPR055W
YGL086W	YGL116W
YEL051W	YKR007W
YHR119W	YJR119C
YJR072C	YKL014C
YAL005C	YBR155W
YNL286W	YOR284W
YCR063W	YDR482C
YLL011W	YMR308C
YBL003C	YER036C
YDR073W	YNR023W
YDR416W	YLR424W
YBR189W	YNL096C
YAR002W	YER105C
YBL003C	YML127W
YKR062W	YNL255C
YLL039C	YOR065W
YBL072C	YMR194W
YAL010C	YNL131W
YBR130C	YKL185W
YGR252W	YMR223W
YGR129W	YLR249W
YJR005W	YLR116W
YBR199W	YDR384C
YHL042W	YPL076W
YFR004W	YIL118W
YLL039C	YPL248C
YNL255C	YPR023C
YLL039C	YLR083C
YHR119W	YPL001W
YFR031C-A	YMR194W
YHL007C	YLR353W
YMR049C	YPR115W
YLR025W	YMR154C
YHR083W	YNL255C
YHR114W	YOR355W
YKR026C	YNL085W
YBR137W	YML064C
YIR010W	YLR448W
YAL027W	YCL024W
YER036C	YOR063W
YJR101W	YNL081C
YDL053C	YGL200C
YIR007W	YLL026W
YBL023C	YPR120C
YHR171W	YNR007C
YDR211W	YPR161C
YGR104C	YLL026W
YNL097C	YNL330C
YBL045C	YFR033C
YOR036W	YPL151C
YLR048W	YNL112W
YBR114W	YDR453C
YER164W	YIR010W
YDR423C	YIR037W
YLL039C	YLR278C
YOL146W	YPR135W
YKL175W	YPR198W
YDL083C	YDR130C
YMR213W	YMR240C
YEL062W	YHL023C
YGL181W	YNL124W
YAL003W	YPR080W
YDR414C	YFL040W
YBL021C	YHR187W
YHR171W	YOR191W
YDR167W	YDR176W
YPL227C	YPR198W
YHR196W	YPR160W
YHR135C	YLR132C
YOL013C	YOR335C
YAR027W	YLL039C
YLR397C	YOL012C
YEL044W	YGL150C
YNL206C	YPR018W
YGR232W	YLR421C
YDL064W	YML023C
YCL024W	YDR098C
YCR077C	YER146W
YDL014W	YKR092C
YGL230C	YKL110C
YJL048C	YLR423C
YJL047C	YLR320W
YLR398C	YOR076C
YDR330W	YER012W
YEL023C	YLR249W
YAL024C	YLR084C
YJR095W	YPL141C
YBR237W	YNL255C
YDR174W	YGL200C
YDL047W	YNL025C
YKL144C	YNL151C
YBR031W	YDR101C
YGR130C	YKL180W
YCR088W	YPL004C
YLR044C	YOR260W
YDR100W	YOL129W
YCR106W	YMR060C
YJL148W	YPR010C
YNL214W	YOL044W
YBR194W	YPL231W
YAL020C	YKR048C
YJL187C	YMR165C
YDL115C	YOL005C
YDR226W	YOR117W
YBR102C	YLR423C
YHR052W	YPL259C
YDR418W	YFR031C-A
YBR109C	YLL060C
YER165W	YFR004W
YDL212W	YIL109C
YMR022W	YNR031C
YKL009W	YLL045C
YAR042W	YBR079C
YER136W	YNL304W
YEL009C	YER040W
YLR167W	YMR276W
YMR048W	YNL255C
YBR082C	YDR059C
YHR052W	YLR075W
YDR404C	YJL140W
YBL003C	YFR013W
YNL154C	YOL091W
YER043C	YLR442C
YDR251W	YNL289W
YEL031W	YLR207W
YER165W	YKL025C
YGL111W	YML010W
YLL039C	YNL301C
YBR200W	YDL159W
YHR062C	YMR236W
YBR247C	YNL255C
YDR167W	YPR168W
YKL047W	YLL039C
YLL039C	YOR043W
YGL171W	YJR002W
YLL024C	YOR117W
YJL044C	YKR048C
YGL245W	YJL057C
YER165W	YGL112C
YLR167W	YPR152C
YGL179C	YMR165C
YCR077C	YGL216W
YGL111W	YOL127W
YGR027C	YLR287C-A
YAL043C	YGR156W
YGL059W	YHR185C
YKL060C	YKL152C
YBR194W	YML056C
YHR041C	YPR056W
YLR167W	YML065W
YLR439W	YNL185C
YLR223C	YMR224C
YDL047W	YKR028W
YGR027C	YJR123W
YDR012W	YLL039C
YIL005W	YLL039C
YDR174W	YHR039C
YLR439W	YMR024W
YDR386W	YMR049C
YGR012W	YML086C
YGR158C	YHR081W
YLR083C	YMR177W
YNL255C	YPR001W
YDR170C	YDR238C
YLL039C	YPL010W
YGR048W	YIL030C
YER157W	YGL038C
YLR449W	YOR267C
YDR097C	YML032C
YCR053W	YLL039C
YDR419W	YLL039C
YCL037C	YOL045W
YJL123C	YNL136W
YBL043W	YJR135C
YJL187C	YPL001W
YJR082C	YNL136W
YGL116W	YKL085W
YDL006W	YNL154C
YDL060W	YMR315W
YMR314W	YPR135W
YBL061C	YNL154C
YLR429W	YPL218W
YAL035W	YDR429C
YJL138C	YKL095W
YBR234C	YMR109W
YDR214W	YOR133W
YPL076W	YPL264C
YCR014C	YOR005C
YKL166C	YOR266W
YDL015C	YDR506C
YHR135C	YIL107C
YER148W	YPR056W
YBL003C	YBR087W
YDR141C	YMR010W
YDR388W	YPL181W
YBL003C	YMR072W
YML106W	YPR052C
YDR122W	YLR310C
YDR471W	YDR496C
YBR176W	YPR080W
YHR164C	YJL173C
YAL053W	YGR229C
YGR274C	YPR086W
YBL007C	YML109W
YLR449W	YML074C
YFR004W	YNL301C
YDR174W	YER116C
YLL013C	YMR106C
YFR010W	YOR259C
YHR016C	YNL073W
YAL034W-A	YPL233W
YDR331W	YGL104C
YBR031W	YLR448W
YDR395W	YLL039C
YLL039C	YLR370C
YDR304C	YFR030W
YJL138C	YPL240C
YNL009W	YOL013C
YMR121C	YNL255C
YDL047W	YMR196W
YLR287C	YNR031C
YER064C	YOR231W
YBL003C	YKL009W
YBR146W	YML065W
YBR031W	YLR075W
YLL039C	YNL029C
YDL154W	YER173W
YBR094W	YOL149W
YDR293C	YJL098W
YER136W	YFL005W
YFR004W	YPL235W
YCL054W	YOR267C
YCR077C	YMR117C
YGR104C	YNL025C
YDL014W	YDR439W
YLR262C	YNL041C
YBR194W	YLR167W
YGR085C	YOL127W
YDL146W	YHR016C
YHL019C	YLR170C
YBR284W	YML035C
YBR109C	YHR179W
YBL079W	YDL088C
YBR106W	YLL023C
YDR330W	YLL039C
YAL005C	YKL012W
YLR449W	YNL255C
YBR059C	YKL166C
YBR194W	YIL035C
YBR109C	YJR065C
YJL084C	YNL154C
YDR318W	YMR117C
YJL098W	YLR310C
YER165W	YOL117W
YBL016W	YGL178W
YGL051W	YGR295C
YGR060W	YJL129C
YBL016W	YPR115W
YML065W	YOL012C
YDR519W	YOL088C
YDL031W	YFR001W
YDR188W	YOR063W
YER180C	YPL049C
YLR029C	YNL301C
YFL039C	YNL157W
YNL064C	YOR117W
YBL093C	YKL129C
YDR172W	YGR072W
YML049C	YPR182W
YBR202W	YLR103C
YFL013C	YLR249W
YDR297W	YOL003C
YMR186W	YNL262W
YGR116W	YNL255C
YJL024C	YLL039C
YIR037W	YLL039C
YBR079C	YGR252W
YCR021C	YHL007C
YDR388W	YJL085W
YFR004W	YOR261C
YDR359C	YFL039C
YGL105W	YHR131C
YLR075W	YNR053C
YLL039C	YOL142W
YGR029W	YHR005C-A
YAL005C	YIL035C
YIR010W	YJR135C
YKR025W	YNL255C
YLR456W	YNR053C
YLL039C	YPR160W
YDR365C	YIR010W
YFR028C	YGR056W
YGR278W	YLR117C
YLR448W	YMR194W
YAL005C	YKL014C
YGL006W	YOL129W
YDR118W	YPR018W
YLR027C	YPL004C
YFL001W	YMR216C
YMR229C	YPR137W
YHR165C	YKL012W
YGR112W	YLR203C
YDL160C	YJL138C
YBL007C	YIR006C
YDR412W	YMR194W
YMR048W	YPR019W
YGL051W	YIL109C
YIL095W	YLR251W
YJR132W	YMR186W
YBR184W	YER171W
YHR135C	YLR429W
YGL105W	YNL154C
YDL055C	YIL075C
YBL003C	YGL150C
YJL014W	YLL011W
YDR214W	YNL281W
YFL022C	YOR117W
YML083C	YOR231W
YHR135C	YOL091W
YER148W	YIR010W
YJL047C	YPR135W
YKL005C	YNL255C
YER172C	YMR240C
YHL032C	YKR026C
YGL180W	YKR092C
YFL050C	YGL180W
YDL014W	YML065W
YMR074C	YNL256W
YDR516C	YGR232W
YML056C	YPR161C
YBR106W	YIL027C
YFL023W	YOR231W
YAR027W	YIR033W
YBR059C	YIR010W
YLR044C	YOR117W
YGR167W	YNL238W
YDR372C	YLL039C
YAL005C	YKR008W
YLR412W	YNL255C
YBR085W	YOR181W
YAL038W	YBR221C
YDR212W	YKL095W
YER146W	YIL048W
YDL083C	YMR242C
YKL190W	YNL255C
YAL005C	YEL025C
YOL082W	YOR353C
YBR251W	YHR059W
YDR174W	YHR118C
YAL047C	YNL209W
YDR388W	YHR065C
YBR106W	YLL006W
YIL108W	YNL254C
YFR032C-A	YKL046C
YMR194W	YNL069C
YJL130C	YPL235W
YLL026W	YPR152C
YLL023C	YNR026C
YBR200W	YDR368W
YJR004C	YPL141C
YGL093W	YPL233W
YFL040W	YPR121W
YEL034W	YOR043W
YER070W	YFR004W
YHL007C	YNL161W
YHR135C	YLR293C
YBR121C	YNL313C
YNL255C	YOR064C
YLR116W	YNL255C
YLR105C	YNL255C
YDL149W	YJL178C
YDR214W	YOR117W
YLL045C	YMR142C
YAL035W	YDL014W
YFR028C	YNL116W
YDL204W	YLL039C
YER075C	YMR229C
YFR004W	YGL147C
YDR117C	YPR161C
YJR101W	YMR158W
YAL009W	YMR165C
YGR278W	YML049C
YDR279W	YIR010W
YEL009C	YER148W
YJR131W	YKR072C
YDL054C	YLL039C
YDL014W	YHR039C
YNL091W	YOR355W
YFL021W	YNL229C
YDL014W	YOR341W
YMR125W	YNL251C
YER043C	YFR004W
YJR006W	YJR043C
YMR192W	YNL112W
YER136W	YNL093W
YDL209C	YER172C
YCR077C	YNR053C
YIL079C	YLR423C
YGL180W	YKL146W
YHR052W	YOR005C
YGL190C	YGR161C
YDL060W	YKL143W
YAL005C	YBL067C
YML049C	YMR213W
YAL015C	YDR214W
YDL047W	YLR310C
YBL039C	YGR124W
YDR392W	YER148W
YBR125C	YLL039C
YDR301W	YOR093C
YHR119W	YOL145C
YFR028C	YOR032C
YAL053W	YLL039C
YMR308C	YOR098C
YLL039C	YML029W
YCL027W	YNL054W
YJR053W	YML064C
YIR008C	YKL045W
YBR005W	YNL255C
YKL145W	YMR314W
YDL083C	YFR004W
YDR363W	YPR164W
YGL180W	YPR019W
YEL034W	YOL117W
YIR010W	YMR236W
YHR114W	YMR109W
YKL020C	YLR233C
YGR060W	YNL280C
YKL033W	YPR085C
YFR001W	YPR045C
YDR308C	YEL009C
YAL035W	YDR496C
YHR195W	YNL255C
YDR153C	YPR029C
YDR479C	YLR268W
YHR086W	YLR249W
YKR007W	YNL255C
YBR278W	YDL102W
YFR010W	YGL180W
YGL066W	YMR236W
YCR084C	YPL228W
YKL033W	YNL020C
YDR188W	YLL024C
YAL005C	YNL136W
YGL238W	YLR293C
YKL061W	YNL086W
YIR010W	YNL106C
YER026C	YLR214W
YBR050C	YBR109C
YAL042W	YPL218W
YFR004W	YPR037C
YLR030W	YNL307C
YNL002C	YOL041C
YIR017C	YMR117C
YLR383W	YML056C
YMR010W	YOR069W
YDR363W	YJL047C
YPL078C	YPR020W
YLL048C	YPL147W
YHR079C	YPR067W
YBL072C	YGR214W
YDR091C	YDR172W
YKR021W	YOR119C
YNL045W	YNL154C
YER148W	YPL266W
YAL005C	YPL167C
YBR052C	YDR497C
YBL043W	YDR118W
YDR100W	YIL027C
YLR116W	YNL210W
YIR010W	YPR052C
YML065W	YMR093W
YLR190W	YMR117C
YDL014W	YMR049C
YBR139W	YDR416W
YFR004W	YML008C
YHR014W	YHR135C
YFR033C	YGR092W
YDR018C	YIL051C
YAL035W	YMR146C
YHL007C	YML083C
YDR170C	YNL267W
YGR252W	YOR133W
YKL080W	YPL026C
YML010W	YPL266W
YKL135C	YML051W
YFR004W	YJL170C
YDL030W	YFR052W
YHR008C	YML127W
YDL060W	YLR435W
YBR200W	YKR105C
YDR284C	YDR479C
YER148W	YGR252W
YIR010W	YNL069C
YMR186W	YNR022C
YER155C	YNL201C
YDR180W	YER147C
YDL100C	YER150W
YGL059W	YIL042C
YML065W	YPR043W
YMR106C	YOR005C
YNL255C	YPR102C
YAL027W	YIL095W
YGR104C	YPR080W
YGR232W	YNL209W
YFL049W	YGL158W
YEL019C	YOL034W
YNR010W	YPR086W
YKL146W	YNL307C
YDL083C	YLR075W
YAL005C	YPL028W
YJR131W	YML064C
YFR004W	YGR054W
YHR144C	YJL090C
YAR007C	YDR224C
YDL060W	YMR093W
YBR247C	YIL019W
YGL237C	YLR423C
YDL200C	YLR109W
YDR122W	YOL082W
YAL005C	YNL229C
YFR013W	YGR274C
YLR370C	YOR361C
YLR406C	YOL127W
YKL012W	YLL036C
YCR086W	YPL109C
Q0085	Q0130
YDL111C	YGR134W
YHR114W	YIL156W
YHR135C	YPR152C
YLL050C	YOR181W
YGR092W	YOR228C
YLL039C	YML008C
YJR144W	YLR427W
YDR080W	YER123W
YNL201C	YNL307C
YGL129C	YNR037C
YBR109C	YMR315W
YJL052W	YLL039C
YJL140W	YNL251C
YGL180W	YOR083W
YKL180W	YOL127W
YFL036W	YLR139C
YAR007C	YGL150C
YFR028C	YKL150W
YDL083C	YDR091C
YBR031W	YDL055C
YHL014C	YNL255C
YBR106W	YPL240C
YER036C	YLL024C
YJL019W	YJL057C
YDR224C	YML069W
YLR192C	YPR041W
YFL013C	YPL235W
YBL007C	YIL095W
YHR187W	YPL101W
YDR334W	YFL039C
YDR168W	YMR186W
YBL011W	YGL180W
YDR130C	YOL127W
YIL142W	YNL212W
YCL027W	YNL267W
YGR060W	YMR215W
YJL081C	YML065W
YBL072C	YDR091C
YDR479C	YOR377W
YBL007C	YOR329C
YER165W	YMR240C
YGR215W	YIL093C
YDR388W	YNL154C
YDL030W	YLL036C
YNL330C	YPL181W
YDR270W	YLL039C
YCR063W	YMR213W
YDR012W	YMR229C
YAL035W	YJR145C
YDR224C	YPL240C
YHR016C	YLR144C
YLR170C	YPL235W
YLL039C	YOL109W
YML065W	YPL081W
YDR238C	YGL051W
YNR036C	YNR037C
YDR022C	YGL237C
YAL005C	YER165W
YDR378C	YNL255C
YIL019W	YPR137W
YFL026W	YNL217W
YDR386W	YDR388W
YDR142C	YIL142W
YBL007C	YGL238W
YGR180C	YLR437C
YBR106W	YDR342C
YGL180W	YNL227C
YAL043C	YBL076C
YHR098C	YIL095W
YDR172W	YDR188W
YDL207W	YLR018C
YML035C	YPL141C
YBL003C	YML074C
YOL127W	YPL037C
YLR268W	YNL279W
YCR088W	YDR129C
YBR031W	YOR117W
YCR091W	YDL002C
YBL021C	YNL255C
YLR441C	YOR117W
YDL055C	YPL235W
YDL014W	YGR274C
YNR031C	YPL240C
YFR004W	YPR191W
YFL045C	YOR117W
YHR016C	YKR030W
YHR058C	YIL027C
YBR189W	YOL127W
YLR426W	YPL151C
YJL065C	YOR304W
YBR031W	YJL187C
YBR030W	YPL240C
YBL011W	YJL057C
YJR123W	YOR117W
YBL064C	YNL154C
YDR482C	YNL255C
YGR234W	YGR252W
YLR264W	YNL096C
YBR194W	YCR012W
YDL012C	YLL039C
YHR083W	YMR060C
YGL127C	YLR423C
YLR043C	YOR117W
YGL031C	YHR197W
YIL035C	YPL037C
YDL014W	YLL039C
YDL137W	YPR095C
YDR028C	YJR090C
YAR027W	YBR042C
YLR266C	YNL113W
YBR194W	YJL130C
YLL039C	YLR029C
YOL018C	YOL132W
YJR148W	YLR259C
YFR014C	YHR117W
YKL028W	YKR062W
YDR303C	YLL026W
YGL111W	YMR049C
YER179W	YPL235W
YBR278W	YNL262W
YGR092W	YNL241C
YJR121W	YPL240C
YCL025C	YLR343W
YLR287C-A	YOR063W
YCR042C	YMR227C
YGR161C	YJL098W
YDR170C	YLR330W
YEL023C	YKL216W
YKL112W	YLR082C
YKL166C	YNL280C
YJR131W	YLL039C
YBL078C	YLR450W
YER165W	YNL251C
YBR125C	YDR247W
YKL182W	YNL243W
YBR079C	YLR259C
YFL013C	YLL036C
YBR154C	YDR404C
YIL156W	YMR109W
YGL059W	YHR117W
